Longitude,Latitude,CNTY_NM,
-95.72225,31.5785,Anderson,"(-95.7222499999999, 31.578499995)"
-95.72245,31.57866,Anderson,"(-95.7224499989999, 31.57866)"
-95.72251,31.5787,Anderson,"(-95.7225099989999, 31.5787)"
-95.72261,31.57877,Anderson,"(-95.7226099999999, 31.578770001)"
-95.7229,31.57895001,Anderson,"(-95.7228999979999, 31.578950005)"
-95.72307,31.57906,Anderson,"(-95.7230700039999, 31.579060001)"
-95.72317,31.57911,Anderson,"(-95.7231700039999, 31.579109999)"
-95.72336,31.57919,Anderson,"(-95.7233600019999, 31.579190003)"
-95.72364,31.57927,Anderson,"(-95.7236400009999, 31.579269996)"
-95.72374,31.5793,Anderson,"(-95.7237400029999, 31.5793)"
-95.72399001,31.57944,Anderson,"(-95.7239900059999, 31.57944)"
-95.72429,31.57961,Anderson,"(-95.7242899989999, 31.579609995)"
-95.72469,31.57978,Anderson,"(-95.7246899969999, 31.579779999)"
-95.72521,31.58011,Anderson,"(-95.7252100009999, 31.580109995)"
-95.72571,31.58052,Anderson,"(-95.7257100019999, 31.580519998)"
-95.72606,31.58076,Anderson,"(-95.7260600039999, 31.580760001)"
-95.72632,31.58093,Anderson,"(-95.7263199989999, 31.580929999)"
-95.72647,31.58107,Anderson,"(-95.7264700039999, 31.581069998)"
-95.72667,31.58135,Anderson,"(-95.7266700019999, 31.581349997)"
-95.72696,31.58158,Anderson,"(-95.7269599989999, 31.581579998)"
-95.72727,31.58179,Anderson,"(-95.7272700029999, 31.581790002)"
-95.72762,31.58197,Anderson,"(-95.7276200019999, 31.581970002)"
-95.72812,31.58232,Anderson,"(-95.7281199979999, 31.582320002)"
-95.72848,31.58254,Anderson,"(-95.7284800009999, 31.582540001)"
-95.72874,31.58271,Anderson,"(-95.7287399989999, 31.582709999)"
-95.7288,31.58275,Anderson,"(-95.7288000029999, 31.582750001)"
-95.72914,31.58301,Anderson,"(-95.7291400029999, 31.583009996)"
-95.72928,31.58324,Anderson,"(-95.7292799989999, 31.583239998)"
-95.72935,31.58338,Anderson,"(-95.7293499999999, 31.583380003)"
-95.72944,31.58365,Anderson,"(-95.7294400019999, 31.583649998)"
-95.72935,31.58397,Anderson,"(-95.7293499999999, 31.583969995)"
-95.72922,31.58416,Anderson,"(-95.7292200009999, 31.584159996)"
-95.72915,31.58426,Anderson,"(-95.7291500019999, 31.584259999)"
-95.72893,31.58443,Anderson,"(-95.7289300049999, 31.58443)"
-95.72872,31.5845,Anderson,"(-95.7287200019999, 31.584499999)"
-95.72855,31.58456,Anderson,"(-95.7285499969999, 31.584560002)"
-95.72836,31.5846,Anderson,"(-95.7283599969999, 31.584599995)"
-95.72802,31.58454,Anderson,"(-95.7280199959999, 31.584540003)"
-95.72775,31.58449001,Anderson,"(-95.7277500029999, 31.584490005)"
-95.72734,31.58445,Anderson,"(-95.7273400009999, 31.584450001)"
-95.72696,31.58446,Anderson,"(-95.7269599989999, 31.584459998)"
-95.72666,31.58449001,Anderson,"(-95.7266599999999, 31.584490005)"
-95.72644,31.58454,Anderson,"(-95.7264399989999, 31.584540001)"
-95.72625,31.58454,Anderson,"(-95.7262500029999, 31.584539999)"
-95.72606,31.58456,Anderson,"(-95.7260599979999, 31.584559998)"
-95.72559,31.58463,Anderson,"(-95.7255899999999, 31.58463)"
-95.72548,31.58465,Anderson,"(-95.7254800019999, 31.584649997)"
-95.72535,31.58467,Anderson,"(-95.7253499989999, 31.584670004)"
-95.72525,31.58471,Anderson,"(-95.7252500029999, 31.584709997)"
-95.72496,31.58481,Anderson,"(-95.7249600009999, 31.584810001)"
-95.72445,31.58504,Anderson,"(-95.7244499969999, 31.585039997)"
-95.72427,31.5851,Anderson,"(-95.7242700019999, 31.585099998)"
-95.72404,31.58517,Anderson,"(-95.7240400029999, 31.58517)"
-95.72375,31.58525,Anderson,"(-95.7237500009999, 31.585250003)"
-95.72355,31.58532,Anderson,"(-95.7235499969999, 31.585319999)"
-95.72322,31.58548,Anderson,"(-95.7232199999999, 31.585480003)"
-95.72284,31.5857,Anderson,"(-95.7228399989999, 31.585700001)"
-95.7223,31.58605,Anderson,"(-95.7222999999999, 31.586050001)"
-95.72190999,31.58635,Anderson,"(-95.7219099949999, 31.586349997)"
-95.72168,31.5866,Anderson,"(-95.7216799969999, 31.586599996)"
-95.72156,31.58673,Anderson,"(-95.7215599989999, 31.586729999)"
-95.72143,31.58691,Anderson,"(-95.7214300019999, 31.586910002)"
-95.72122,31.5874,Anderson,"(-95.7212200009999, 31.587400003)"
-95.72097,31.58787,Anderson,"(-95.7209699989999, 31.587870002)"
-95.72084,31.58826,Anderson,"(-95.7208400029999, 31.588260002)"
-95.72073,31.58848,Anderson,"(-95.7207299999999, 31.588479999)"
-95.72063,31.58886,Anderson,"(-95.7206299969999, 31.588859999)"
-95.72046,31.58945,Anderson,"(-95.7204600019999, 31.589450001)"
-95.72039001,31.58988,Anderson,"(-95.7203900059999, 31.58988)"
-95.72027,31.59017,Anderson,"(-95.7202700039999, 31.590169996)"
-95.72017,31.5907,Anderson,"(-95.7201699969999, 31.5907)"
-95.72011,31.59096,Anderson,"(-95.7201099969999, 31.590959998)"
-95.72007,31.59122,Anderson,"(-95.7200699999999, 31.591220002)"
-95.72008,31.59151,Anderson,"(-95.7200799979999, 31.59151)"
-95.72003,31.59185,Anderson,"(-95.7200299999999, 31.591849999)"
-95.71995,31.59213,Anderson,"(-95.7199500019999, 31.592129997)"
-95.71986,31.59237,Anderson,"(-95.7198599989999, 31.592369999)"
-95.71962,31.59279,Anderson,"(-95.7196199959999, 31.592789996)"
-95.7194,31.59305,Anderson,"(-95.7194000009999, 31.593049999)"
-95.71926999,31.59315,Anderson,"(-95.7192699949999, 31.59315)"
-95.71916,31.59322,Anderson,"(-95.7191599959999, 31.593220004)"
-95.71891,31.59339,Anderson,"(-95.7189099979999, 31.593390002)"
-95.7185,31.59353,Anderson,"(-95.7185000029999, 31.59353)"
-95.7182,31.59359,Anderson,"(-95.7181999989999, 31.593590003)"
-95.71806,31.59362,Anderson,"(-95.7180599969999, 31.593620003)"
-95.71761,31.59371,Anderson,"(-95.7176099969999, 31.593710003)"
-95.71743,31.59372,Anderson,"(-95.7174300009999, 31.593720001)"
-95.71725,31.59375,Anderson,"(-95.7172499999999, 31.59375)"
-95.71705,31.59375,Anderson,"(-95.7170499969999, 31.593749999)"
-95.71693,31.59375,Anderson,"(-95.7169300029999, 31.593750001)"
-95.7168,31.59374,Anderson,"(-95.7168000019999, 31.59374)"
-95.71647,31.59373,Anderson,"(-95.7164699979999, 31.593729997)"
-95.71635,31.59374001,Anderson,"(-95.7163499979999, 31.593740005)"
-95.71608,31.59375,Anderson,"(-95.7160799999999, 31.593750001)"
-95.71592,31.59381,Anderson,"(-95.7159199999999, 31.59381)"
-95.71586,31.59383,Anderson,"(-95.7158600039999, 31.593829995)"
-95.71576,31.5939,Anderson,"(-95.7157600019999, 31.593900002)"
-95.71563,31.59397,Anderson,"(-95.7156299999999, 31.593970001)"
-95.71552,31.59413,Anderson,"(-95.7155199979999, 31.594130003)"
-95.71548,31.59433,Anderson,"(-95.7154800019999, 31.594329999)"
-95.71554,31.59453,Anderson,"(-95.7155400019999, 31.594530002)"
-95.71559,31.59466,Anderson,"(-95.7155900039999, 31.594659999)"
-95.71563,31.59477,Anderson,"(-95.7156299979999, 31.594769998)"
-95.71578,31.59503,Anderson,"(-95.7157799999999, 31.595029998)"
-95.71601,31.59543,Anderson,"(-95.7160099989999, 31.595430001)"
-95.71618,31.5957,Anderson,"(-95.7161799969999, 31.5957)"
-95.71641,31.59604,Anderson,"(-95.7164099999999, 31.596039999)"
-95.71645,31.59617,Anderson,"(-95.7164500039999, 31.59617)"
-95.71653999,31.59646,Anderson,"(-95.7165399949999, 31.596460002)"
-95.71658,31.59675,Anderson,"(-95.7165799999999, 31.596750003)"
-95.7166,31.59716,Anderson,"(-95.7166000039999, 31.597159997)"
-95.71658999,31.59742,Anderson,"(-95.7165899949999, 31.597420003)"
-95.7165,31.59774,Anderson,"(-95.7165000039999, 31.597739999)"
-95.71638,31.59797001,Anderson,"(-95.7163799989999, 31.597970005)"
-95.71616,31.59842,Anderson,"(-95.7161599989999, 31.598419995)"
-95.71595,31.59887,Anderson,"(-95.7159499959999, 31.598870004)"
-95.71573,31.59928,Anderson,"(-95.7157300009999, 31.599279995)"
-95.71566,31.59937,Anderson,"(-95.7156599999999, 31.599370004)"
-95.71552,31.59954,Anderson,"(-95.7155199979999, 31.599539999)"
-95.71534,31.59981,Anderson,"(-95.7153399969999, 31.599809996)"
-95.71519,31.60004,Anderson,"(-95.7151899969999, 31.600040003)"
-95.71504,31.6002,Anderson,"(-95.7150399989999, 31.6002)"
-95.71495,31.60031,Anderson,"(-95.7149499979999, 31.600310003)"
-95.71491,31.60043,Anderson,"(-95.7149099989999, 31.600430003)"
-95.71474,31.60059,Anderson,"(-95.7147399989999, 31.600589997)"
-95.7147,31.60063,Anderson,"(-95.7147000009999, 31.600630003)"
-95.71460999,31.60075,Anderson,"(-95.7146099939999, 31.600750001)"
-95.7144,31.60101,Anderson,"(-95.7143999979999, 31.601010003)"
-95.71421,31.60134,Anderson,"(-95.7142100049999, 31.601339996)"
-95.71415,31.60143001,Anderson,"(-95.7141500019999, 31.601430005)"
-95.71406,31.6015,Anderson,"(-95.7140599969999, 31.601500002)"
-95.71391,31.60172,Anderson,"(-95.7139099979999, 31.60172)"
-95.71370001,31.60191,Anderson,"(-95.7137000059999, 31.601910002)"
-95.71351,31.60207,Anderson,"(-95.7135100009999, 31.602069997)"
-95.71336,31.60223,Anderson,"(-95.7133600019999, 31.602230003)"
-95.71318,31.60236,Anderson,"(-95.7131799999999, 31.60236)"
-95.71303,31.60246,Anderson,"(-95.7130299979999, 31.602460003)"
-95.71282,31.60258,Anderson,"(-95.7128199999999, 31.602579998)"
-95.71255,31.60274,Anderson,"(-95.7125499999999, 31.602740002)"
-95.71213,31.60297,Anderson,"(-95.7121299999999, 31.602969998)"
-95.71187,31.60312,Anderson,"(-95.7118699979999, 31.603119999)"
-95.71161,31.60337,Anderson,"(-95.7116099979999, 31.603369998)"
-95.71138,31.60361,Anderson,"(-95.7113799979999, 31.603609995)"
-95.71133,31.60376,Anderson,"(-95.7113300049999, 31.603759997)"
-95.71121,31.604,Anderson,"(-95.7112100049999, 31.604)"
-95.71118,31.60423,Anderson,"(-95.7111800019999, 31.604230003)"
-95.71114,31.6047,Anderson,"(-95.7111399999999, 31.604699997)"
-95.71115,31.60505,Anderson,"(-95.7111500039999, 31.605049998)"
-95.71127,31.60543,Anderson,"(-95.7112699979999, 31.605430004)"
-95.71138,31.6057,Anderson,"(-95.7113800029999, 31.605699999)"
-95.71162,31.606,Anderson,"(-95.7116200009999, 31.606000001)"
-95.7119,31.60642,Anderson,"(-95.7119000019999, 31.606419999)"
-95.71216,31.60694,Anderson,"(-95.7121600009999, 31.606940001)"
-95.71225,31.60721,Anderson,"(-95.7122500009999, 31.607209997)"
-95.7123,31.60755,Anderson,"(-95.7123000009999, 31.607549997)"
-95.71233,31.60782,Anderson,"(-95.7123299959999, 31.607819999)"
-95.71229,31.60831,Anderson,"(-95.7122899979999, 31.60831)"
-95.71216,31.60891,Anderson,"(-95.7121599999999, 31.608909997)"
-95.71206,31.60941,Anderson,"(-95.7120599999999, 31.609409999)"
-95.71199,31.60966,Anderson,"(-95.7119899999999, 31.609660002)"
-95.71188,31.60993,Anderson,"(-95.7118799959999, 31.60993)"
-95.71176,31.61041,Anderson,"(-95.7117599969999, 31.610410003)"
-95.71158,31.61098,Anderson,"(-95.7115799969999, 31.610979998)"
-95.71144,31.61136,Anderson,"(-95.7114400009999, 31.611359999)"
-95.71123,31.61193,Anderson,"(-95.7112299989999, 31.61193)"
-95.71103,31.6124,Anderson,"(-95.7110299999999, 31.6124)"
-95.71078,31.61295,Anderson,"(-95.7107800049999, 31.612949996)"
-95.71062,31.6133,Anderson,"(-95.7106199989999, 31.613300001)"
-95.71051999,31.61361,Anderson,"(-95.7105199949999, 31.613609999)"
-95.71044,31.61389,Anderson,"(-95.7104399989999, 31.613890002)"
-95.7103,31.61416,Anderson,"(-95.7102999989999, 31.614159999)"
-95.71026,31.61442,Anderson,"(-95.7102599959999, 31.61442)"
-95.71013,31.61473,Anderson,"(-95.7101299969999, 31.614729999)"
-95.71015001,31.61507,Anderson,"(-95.7101500059999, 31.615069999)"
-95.71023,31.61545,Anderson,"(-95.7102300019999, 31.615449997)"
-95.71028,31.61572,Anderson,"(-95.7102799969999, 31.615719999)"
-95.71039,31.616,Anderson,"(-95.7103899989999, 31.616)"
-95.71055,31.6164,Anderson,"(-95.7105499999999, 31.616400003)"
-95.71075999,31.61685,Anderson,"(-95.7107599949999, 31.616849999)"
-95.71081999,31.61711,Anderson,"(-95.7108199949999, 31.61711)"
-95.71094,31.61727,Anderson,"(-95.7109399979999, 31.617269997)"
-95.71103,31.61747,Anderson,"(-95.7110300029999, 31.61747)"
-95.71111,31.61765,Anderson,"(-95.7111099999999, 31.617649999)"
-95.7112,31.61775,Anderson,"(-95.7111999969999, 31.617749997)"
-95.71128,31.61784,Anderson,"(-95.7112800039999, 31.617839996)"
-95.71155,31.61828,Anderson,"(-95.7115499999999, 31.618279998)"
-95.7119,31.61887,Anderson,"(-95.7119000019999, 31.618869999)"
-95.71213,31.61935,Anderson,"(-95.7121299969999, 31.619349999)"
-95.71234,31.61974,Anderson,"(-95.7123399979999, 31.61974)"
-95.71262,31.62021,Anderson,"(-95.7126200019999, 31.62021)"
-95.71284,31.62056,Anderson,"(-95.7128400009999, 31.620559996)"
-95.71309,31.62096,Anderson,"(-95.7130899989999, 31.620959996)"
-95.71317,31.62112,Anderson,"(-95.7131700019999, 31.621119996)"
-95.71342,31.62152,Anderson,"(-95.7134199959999, 31.621520001)"
-95.71375,31.62209,Anderson,"(-95.7137499979999, 31.622089996)"
-95.71406,31.62254,Anderson,"(-95.7140599979999, 31.622539998)"
-95.71427999,31.62287,Anderson,"(-95.7142799939999, 31.622869999)"
-95.71464,31.62333,Anderson,"(-95.7146400009999, 31.623329995)"
-95.71504,31.62382,Anderson,"(-95.7150400049999, 31.623820001)"
-95.71528,31.62418,Anderson,"(-95.7152799969999, 31.624180001)"
-95.71544,31.62444,Anderson,"(-95.7154399979999, 31.62444)"
-95.71586,31.62495,Anderson,"(-95.7158599999999, 31.62495)"
-95.71634,31.6255,Anderson,"(-95.7163399959999, 31.625500001)"
-95.71651,31.62571,Anderson,"(-95.7165100009999, 31.625710004)"
-95.71665999,31.6259,Anderson,"(-95.7166599929999, 31.625900001)"
-95.71703,31.62646,Anderson,"(-95.7170300039999, 31.626459999)"
-95.71726,31.62708,Anderson,"(-95.7172599999999, 31.62708)"
-95.71739,31.62747,Anderson,"(-95.7173900009999, 31.627470003)"
-95.71743,31.6277,Anderson,"(-95.7174299979999, 31.627700004)"
-95.71747,31.62802,Anderson,"(-95.7174700039999, 31.62802)"
-95.71759,31.62842,Anderson,"(-95.7175899989999, 31.628419998)"
-95.71756,31.62861,Anderson,"(-95.7175600019999, 31.628609998)"
-95.71764,31.62916,Anderson,"(-95.7176400049999, 31.62916)"
-95.71756,31.62954,Anderson,"(-95.7175600029999, 31.629539996)"
-95.71754,31.62991,Anderson,"(-95.7175399999999, 31.629910004)"
-95.71758,31.63021,Anderson,"(-95.7175799989999, 31.630209997)"
-95.71768,31.63055,Anderson,"(-95.7176800029999, 31.63055)"
-95.71795,31.63117,Anderson,"(-95.7179499969999, 31.631169998)"
-95.71824,31.6317,Anderson,"(-95.7182399979999, 31.6317)"
-95.71835,31.63189,Anderson,"(-95.7183500009999, 31.631890001)"
-95.71843,31.63208,Anderson,"(-95.7184299999999, 31.632079996)"
-95.71859,31.63234,Anderson,"(-95.7185899979999, 31.63234)"
-95.71878,31.63268,Anderson,"(-95.7187799979999, 31.63268)"
-95.71903,31.633,Anderson,"(-95.7190300019999, 31.632999997)"
-95.71918,31.63325,Anderson,"(-95.7191799979999, 31.633249998)"
-95.71937,31.63348001,Anderson,"(-95.7193700019999, 31.633480005)"
-95.71952,31.63365,Anderson,"(-95.7195200039999, 31.633649996)"
-95.71964,31.63377,Anderson,"(-95.7196400009999, 31.633769999)"
-95.72007,31.63421,Anderson,"(-95.7200699999999, 31.634210002)"
-95.72018,31.63432,Anderson,"(-95.7201799999999, 31.634320002)"
-95.7203,31.6344,Anderson,"(-95.7203000009999, 31.6344)"
-95.72059,31.63458,Anderson,"(-95.7205899989999, 31.634579995)"
-95.72084,31.63472,Anderson,"(-95.7208400019999, 31.634720004)"
-95.72118,31.63512,Anderson,"(-95.7211800009999, 31.635120002)"
-95.72143,31.63539,Anderson,"(-95.7214299999999, 31.635389998)"
-95.72177,31.63582,Anderson,"(-95.7217700019999, 31.635820003)"
-95.72251,31.63679,Anderson,"(-95.7225100009999, 31.63679)"
-95.7228,31.63716,Anderson,"(-95.7227999959999, 31.637159997)"
-95.72323,31.63764,Anderson,"(-95.7232299999999, 31.637640003)"
-95.72387,31.6384,Anderson,"(-95.7238699999999, 31.638400003)"
-95.72404,31.63859,Anderson,"(-95.7240399989999, 31.638590001)"
-95.7242,31.63886,Anderson,"(-95.7242000009999, 31.638859998)"
-95.72456,31.63943,Anderson,"(-95.7245599979999, 31.639429996)"
-95.72475,31.63985,Anderson,"(-95.7247499979999, 31.63985)"
-95.72516,31.64074,Anderson,"(-95.7251600009999, 31.640739999)"
-95.72528999,31.641,Anderson,"(-95.7252899939999, 31.641000002)"
-95.72555,31.6414,Anderson,"(-95.7255500039999, 31.6414)"
-95.72575999,31.64184,Anderson,"(-95.7257599949999, 31.641839999)"
-95.72625,31.64255,Anderson,"(-95.7262500009999, 31.642549996)"
-95.7268,31.64335,Anderson,"(-95.7267999989999, 31.643350002)"
-95.72695,31.64353,Anderson,"(-95.7269499999999, 31.643529999)"
-95.72764,31.64435,Anderson,"(-95.7276400009999, 31.64435)"
-95.72775,31.64448,Anderson,"(-95.7277500009999, 31.644480001)"
-95.72809,31.64484,Anderson,"(-95.7280899999999, 31.644840004)"
-95.72847,31.64521,Anderson,"(-95.7284699999999, 31.645210003)"
-95.72864,31.64535,Anderson,"(-95.7286400019999, 31.645350004)"
-95.7287,31.64540001,Anderson,"(-95.7286999999999, 31.645400005)"
-95.7289,31.64557,Anderson,"(-95.7288999999999, 31.645569999)"
-95.72918999,31.64579,Anderson,"(-95.7291899949999, 31.645790004)"
-95.72984,31.64616,Anderson,"(-95.7298400029999, 31.646160004)"
-95.73028999,31.64642,Anderson,"(-95.7302899939999, 31.646419999)"
-95.73053,31.64655,Anderson,"(-95.7305299979999, 31.646550001)"
-95.7306,31.6466,Anderson,"(-95.7306000019999, 31.646600001)"
-95.73086,31.64681,Anderson,"(-95.7308600049999, 31.646810001)"
-95.73104,31.64699,Anderson,"(-95.7310399979999, 31.646989998)"
-95.73122,31.64723,Anderson,"(-95.7312199989999, 31.647230001)"
-95.73152,31.64761,Anderson,"(-95.7315199989999, 31.647610003)"
-95.73166,31.64783,Anderson,"(-95.7316600029999, 31.647829999)"
-95.73197,31.64801,Anderson,"(-95.7319699989999, 31.648010002)"
-95.73231,31.6483,Anderson,"(-95.7323099969999, 31.648300002)"
-95.73255,31.64864,Anderson,"(-95.7325499999999, 31.648639997)"
-95.73286,31.64912,Anderson,"(-95.7328599979999, 31.649120001)"
-95.73313,31.6495,Anderson,"(-95.7331299999999, 31.649499999)"
-95.73347999,31.6501,Anderson,"(-95.7334799949999, 31.650100002)"
-95.73364,31.65042,Anderson,"(-95.7336400009999, 31.650420001)"
-95.73391,31.65087,Anderson,"(-95.7339100039999, 31.650869998)"
-95.73413,31.65135,Anderson,"(-95.7341300029999, 31.651350002)"
-95.7345,31.65222,Anderson,"(-95.7345000039999, 31.652219999)"
-95.73463,31.65254,Anderson,"(-95.7346300049999, 31.652539998)"
-95.7348,31.65283,Anderson,"(-95.7348000039999, 31.65283)"
-95.73508,31.6532,Anderson,"(-95.7350800029999, 31.653199998)"
-95.73546,31.65357,Anderson,"(-95.7354600009999, 31.653569999)"
-95.73554,31.65365,Anderson,"(-95.7355400019999, 31.653650004)"
-95.73567,31.65378,Anderson,"(-95.7356700039999, 31.653780001)"
-95.73599,31.65392001,Anderson,"(-95.7359900029999, 31.653920005)"
-95.73657,31.65403001,Anderson,"(-95.7365699989999, 31.654030005)"
-95.73667,31.65405,Anderson,"(-95.7366699959999, 31.654050001)"
-95.73686,31.65408,Anderson,"(-95.7368599989999, 31.654079998)"
-95.73721,31.65409,Anderson,"(-95.7372099979999, 31.654089998)"
-95.73741,31.65409,Anderson,"(-95.7374099979999, 31.654090001)"
-95.73769,31.65406,Anderson,"(-95.7376900039999, 31.654060001)"
-95.73806,31.65403,Anderson,"(-95.7380599959999, 31.654029998)"
-95.73822,31.65400001,Anderson,"(-95.7382199999999, 31.654000005)"
-95.73865,31.65393,Anderson,"(-95.7386500009999, 31.653930002)"
-95.73923,31.65378,Anderson,"(-95.7392300019999, 31.653780003)"
-95.73945,31.65372,Anderson,"(-95.7394499989999, 31.653720001)"
-95.74014,31.65346,Anderson,"(-95.7401399989999, 31.65346)"
-95.74058,31.6532,Anderson,"(-95.7405799999999, 31.653200001)"
-95.74098,31.65283,Anderson,"(-95.7409799979999, 31.652830004)"
-95.74128,31.65249,Anderson,"(-95.7412800029999, 31.652490002)"
-95.74144,31.65235,Anderson,"(-95.7414400019999, 31.652350003)"
-95.74165,31.65218,Anderson,"(-95.7416499999999, 31.652180001)"
-95.74183,31.65207,Anderson,"(-95.7418300009999, 31.652070003)"
-95.74202,31.65194,Anderson,"(-95.7420199999999, 31.651940002)"
-95.74227,31.65189,Anderson,"(-95.7422699999999, 31.651889997)"
-95.74242,31.65185,Anderson,"(-95.7424200019999, 31.651849999)"
-95.74299,31.65175,Anderson,"(-95.7429900009999, 31.651750001)"
-95.74317,31.65173,Anderson,"(-95.7431700019999, 31.651730001)"
-95.74349,31.65174,Anderson,"(-95.7434899999999, 31.651739998)"
-95.74364,31.65174,Anderson,"(-95.7436399979999, 31.651739997)"
-95.74376,31.65174,Anderson,"(-95.7437600029999, 31.651739999)"
-95.74396,31.65173,Anderson,"(-95.7439599999999, 31.651730002)"
-95.74416,31.65176,Anderson,"(-95.7441599999999, 31.651760003)"
-95.74425,31.65177,Anderson,"(-95.7442499979999, 31.651769998)"
-95.74455,31.65173,Anderson,"(-95.7445500029999, 31.651730001)"
-95.74486,31.6517,Anderson,"(-95.7448600039999, 31.651699997)"
-95.74502,31.65163,Anderson,"(-95.7450200049999, 31.651630001)"
-95.74528,31.65154,Anderson,"(-95.7452800039999, 31.651540001)"
-95.74551,31.65145,Anderson,"(-95.7455099979999, 31.651449999)"
-95.746,31.65124,Anderson,"(-95.7460000019999, 31.651240003)"
-95.74651,31.65101,Anderson,"(-95.7465100009999, 31.65101)"
-95.74686,31.65082,Anderson,"(-95.7468599989999, 31.650820001)"
