Longitude,Latitude,CNTY_NM,
-95.73449,31.50757999,Anderson,"(-95.7344899979999, 31.507579994)"
-95.73429,31.50764,Anderson,"(-95.7342900049999, 31.507639997)"
-95.73412,31.5079,Anderson,"(-95.7341199999999, 31.507900003)"
-95.73385,31.50853,Anderson,"(-95.7338499979999, 31.508529999)"
-95.73378,31.50898,Anderson,"(-95.7337800009999, 31.508980002)"
-95.73385,31.50947,Anderson,"(-95.7338499979999, 31.509469997)"
-95.73409,31.51003,Anderson,"(-95.7340899959999, 31.510030001)"
-95.73436,31.51054,Anderson,"(-95.7343599979999, 31.510539997)"
-95.73466,31.51105,Anderson,"(-95.7346599999999, 31.511049996)"
-95.73477,31.51149001,Anderson,"(-95.7347700009999, 31.511490005)"
-95.73482,31.51169,Anderson,"(-95.7348199989999, 31.511690003)"
-95.73506,31.5123,Anderson,"(-95.7350599969999, 31.5123)"
-95.73521,31.5127,Anderson,"(-95.7352099979999, 31.512699997)"
-95.73546,31.51332,Anderson,"(-95.7354600009999, 31.51332)"
-95.73564,31.51379,Anderson,"(-95.7356400039999, 31.513790001)"
-95.73568,31.5141,Anderson,"(-95.7356800009999, 31.514100004)"
-95.73592,31.5147,Anderson,"(-95.7359200029999, 31.514699999)"
-95.73600999,31.51516,Anderson,"(-95.7360099949999, 31.515159998)"
-95.73604,31.51527,Anderson,"(-95.7360399999999, 31.515269998)"
-95.73607,31.51538,Anderson,"(-95.7360699989999, 31.515380004)"
-95.73617999,31.51574,Anderson,"(-95.7361799949999, 31.515740003)"
-95.73627,31.51594,Anderson,"(-95.7362699989999, 31.515940001)"
-95.73636,31.5164,Anderson,"(-95.7363599999999, 31.5164)"
-95.73646,31.5167,Anderson,"(-95.7364600019999, 31.516700001)"
-95.73662,31.51717,Anderson,"(-95.7366200019999, 31.51717)"
-95.73667,31.51739,Anderson,"(-95.7366699999999, 31.51739)"
-95.73668,31.51761,Anderson,"(-95.7366800009999, 31.517609996)"
-95.73684,31.518,Anderson,"(-95.7368400049999, 31.517999999)"
-95.73698,31.51833,Anderson,"(-95.7369799969999, 31.518329998)"
-95.73707,31.51859,Anderson,"(-95.7370700039999, 31.518590003)"
-95.73723,31.51887,Anderson,"(-95.7372300019999, 31.51887)"
-95.7374,31.51908,Anderson,"(-95.7373999959999, 31.519079996)"
-95.73765,31.51934,Anderson,"(-95.7376499999999, 31.519339998)"
-95.73782,31.51952,Anderson,"(-95.7378199979999, 31.519519999)"
-95.73801,31.51964,Anderson,"(-95.7380100049999, 31.519640001)"
-95.73806,31.51968,Anderson,"(-95.7380599999999, 31.519680002)"
-95.73857,31.51987,Anderson,"(-95.7385700009999, 31.519870001)"
-95.73911,31.52009,Anderson,"(-95.7391100009999, 31.520090001)"
-95.73965,31.52031,Anderson,"(-95.7396500029999, 31.520309999)"
-95.73998,31.52051,Anderson,"(-95.7399799969999, 31.52051)"
-95.74016,31.52074,Anderson,"(-95.7401599979999, 31.52074)"
-95.74033,31.52094,Anderson,"(-95.7403300049999, 31.520940001)"
-95.74041,31.52122,Anderson,"(-95.7404099959999, 31.521220002)"
-95.74048,31.52153,Anderson,"(-95.7404799999999, 31.521530002)"
-95.74065,31.52185,Anderson,"(-95.7406499999999, 31.521849998)"
-95.74087,31.52212,Anderson,"(-95.7408700049999, 31.522120001)"
-95.74103999,31.52235,Anderson,"(-95.7410399949999, 31.52235)"
-95.74125,31.52252,Anderson,"(-95.7412499999999, 31.522519998)"
-95.74141,31.52264,Anderson,"(-95.7414100039999, 31.522639998)"
-95.74163,31.52277,Anderson,"(-95.7416299999999, 31.52277)"
-95.7417,31.5228,Anderson,"(-95.7416999969999, 31.5228)"
-95.74193999,31.52287,Anderson,"(-95.7419399939999, 31.522869998)"
-95.74253,31.52303,Anderson,"(-95.7425299989999, 31.523030003)"
-95.74283,31.52311,Anderson,"(-95.7428299959999, 31.523110002)"
-95.7432,31.5232,Anderson,"(-95.7432000009999, 31.523200002)"
-95.74382,31.52336,Anderson,"(-95.7438199989999, 31.523359999)"
-95.74429,31.52348,Anderson,"(-95.7442900049999, 31.523479999)"
-95.74456,31.52354,Anderson,"(-95.7445600019999, 31.523539998)"
-95.74481,31.5236,Anderson,"(-95.7448099969999, 31.523600003)"
-95.74536,31.52372,Anderson,"(-95.7453599969999, 31.523720003)"
-95.74577,31.52379,Anderson,"(-95.7457700039999, 31.52379)"
-95.7459,31.52382,Anderson,"(-95.7458999979999, 31.523819997)"
-95.74602,31.52382,Anderson,"(-95.7460199999999, 31.523819998)"
-95.74636,31.52385,Anderson,"(-95.7463599989999, 31.523849999)"
-95.74661,31.52388,Anderson,"(-95.7466099959999, 31.523880002)"
-95.74672,31.5239,Anderson,"(-95.7467199959999, 31.5239)"
-95.74708,31.52398,Anderson,"(-95.7470799999999, 31.523979999)"
-95.74726,31.52409,Anderson,"(-95.7472599999999, 31.524089997)"
-95.74734001,31.52432,Anderson,"(-95.7473400059999, 31.524320001)"
-95.74733,31.52457,Anderson,"(-95.7473299999999, 31.52457)"
-95.74722,31.52495,Anderson,"(-95.7472200029999, 31.524949997)"
-95.74696,31.5258,Anderson,"(-95.7469599989999, 31.5258)"
-95.7469,31.52619,Anderson,"(-95.7469000009999, 31.526190003)"
-95.74689,31.52646,Anderson,"(-95.7468899959999, 31.526459999)"
-95.74697,31.52671,Anderson,"(-95.7469699989999, 31.526710001)"
-95.74714,31.52713,Anderson,"(-95.7471399969999, 31.527130002)"
-95.74729,31.52759,Anderson,"(-95.7472900029999, 31.52759)"
-95.74757999,31.52801,Anderson,"(-95.7475799939999, 31.528010004)"
-95.74786,31.5284,Anderson,"(-95.7478599999999, 31.528399999)"
-95.74812,31.52858,Anderson,"(-95.7481200029999, 31.528580002)"
-95.74874,31.52889,Anderson,"(-95.7487399959999, 31.52889)"
-95.74936,31.52903,Anderson,"(-95.7493599999999, 31.529029998)"
-95.74953,31.5291,Anderson,"(-95.7495300019999, 31.529100004)"
-95.74963,31.52913,Anderson,"(-95.7496299959999, 31.529130002)"
-95.7499,31.52914,Anderson,"(-95.7498999959999, 31.529140003)"
-95.75002,31.52915,Anderson,"(-95.7500199979999, 31.529150001)"
-95.7503,31.52919,Anderson,"(-95.7503000039999, 31.529189999)"
-95.75071,31.52926,Anderson,"(-95.7507100009999, 31.52926)"
-95.75123,31.52931,Anderson,"(-95.7512299999999, 31.529310004)"
-95.75181999,31.52945,Anderson,"(-95.7518199949999, 31.529450004)"
-95.75195,31.5295,Anderson,"(-95.7519500009999, 31.529500004)"
-95.75227,31.52961,Anderson,"(-95.7522699999999, 31.529609997)"
-95.75259,31.52971,Anderson,"(-95.7525899999999, 31.529709998)"
-95.75273,31.52975001,Anderson,"(-95.7527300019999, 31.529750005)"
-95.75307001,31.52986,Anderson,"(-95.7530700059999, 31.529859998)"
-95.75367,31.53012,Anderson,"(-95.7536700009999, 31.530119999)"
-95.75403,31.53023,Anderson,"(-95.7540299979999, 31.530229997)"
-95.7545,31.53034,Anderson,"(-95.7544999959999, 31.530339998)"
-95.75509,31.53045,Anderson,"(-95.7550899989999, 31.53045)"
-95.75541,31.53057,Anderson,"(-95.7554100029999, 31.530570002)"
-95.75574,31.53065,Anderson,"(-95.7557399979999, 31.530650001)"
-95.75592,31.53071,Anderson,"(-95.7559199959999, 31.53071)"
-95.756,31.53075,Anderson,"(-95.7559999999999, 31.530749998)"
-95.75628,31.53087,Anderson,"(-95.7562799979999, 31.530869999)"
-95.75687,31.53117,Anderson,"(-95.7568699989999, 31.531170002)"
-95.75752,31.53171,Anderson,"(-95.7575199979999, 31.531710004)"
-95.75792,31.53218,Anderson,"(-95.7579199999999, 31.532180001)"
-95.7581,31.53241,Anderson,"(-95.7580999979999, 31.532409999)"
-95.75842,31.5328,Anderson,"(-95.7584199999999, 31.532800004)"
-95.75874,31.53339,Anderson,"(-95.7587399959999, 31.533389997)"
-95.75884,31.53362,Anderson,"(-95.7588399989999, 31.533619999)"
-95.75891,31.53395,Anderson,"(-95.7589100029999, 31.533949999)"
-95.75891,31.53417,Anderson,"(-95.7589100029999, 31.534169997)"
-95.75878,31.53442,Anderson,"(-95.7587799989999, 31.534419998)"
-95.75831,31.53478,Anderson,"(-95.7583100029999, 31.534779998)"
-95.75817,31.5349,Anderson,"(-95.7581700019999, 31.534899998)"
-95.75795,31.53508,Anderson,"(-95.7579500009999, 31.53508)"
-95.75772,31.53529,Anderson,"(-95.7577199969999, 31.535289995)"
-95.75745,31.53548,Anderson,"(-95.7574499969999, 31.535479997)"
-95.75722,31.53576,Anderson,"(-95.7572200019999, 31.535760002)"
-95.75705,31.53606001,Anderson,"(-95.7570499999999, 31.536060005)"
-95.75678999,31.5365,Anderson,"(-95.7567899939999, 31.536499999)"
-95.75654,31.53687,Anderson,"(-95.7565399989999, 31.536869998)"
-95.75648,31.53691,Anderson,"(-95.7564800039999, 31.536910002)"
-95.75641,31.53696,Anderson,"(-95.7564100019999, 31.536960001)"
-95.75619,31.5372,Anderson,"(-95.7561899979999, 31.537199998)"
-95.75604,31.53738,Anderson,"(-95.7560400029999, 31.53738)"
-95.75595,31.53749,Anderson,"(-95.7559500009999, 31.537489999)"
-95.75563,31.53772,Anderson,"(-95.7556299999999, 31.537720004)"
-95.75545,31.53782,Anderson,"(-95.7554499959999, 31.53782)"
-95.75525,31.53793,Anderson,"(-95.7552499959999, 31.537930001)"
-95.75492,31.53809,Anderson,"(-95.7549200009999, 31.538089997)"
-95.75464,31.53822,Anderson,"(-95.7546400009999, 31.538220001)"
-95.75454,31.53827,Anderson,"(-95.7545399979999, 31.538270003)"
-95.75421999,31.53842,Anderson,"(-95.7542199949999, 31.538420003)"
-95.75381,31.53854,Anderson,"(-95.7538099979999, 31.53854)"
-95.75364,31.53861,Anderson,"(-95.7536399999999, 31.538609999)"
-95.75345,31.53871,Anderson,"(-95.7534499979999, 31.538709999)"
-95.75321,31.5388,Anderson,"(-95.7532099979999, 31.538800004)"
-95.75297,31.53891,Anderson,"(-95.7529700009999, 31.538909997)"
-95.75262,31.53911,Anderson,"(-95.7526199989999, 31.539110001)"
-95.75234,31.53934,Anderson,"(-95.7523399959999, 31.539339997)"
-95.75198,31.5397,Anderson,"(-95.7519799969999, 31.539699998)"
-95.75173,31.53994,Anderson,"(-95.7517299999999, 31.539939996)"
-95.75158999,31.54006,Anderson,"(-95.7515899949999, 31.54006)"
-95.75136,31.54025,Anderson,"(-95.7513599989999, 31.540249999)"
-95.75120999,31.54051,Anderson,"(-95.7512099949999, 31.54051)"
-95.75105,31.5408,Anderson,"(-95.7510500039999, 31.5408)"
-95.75097,31.54097,Anderson,"(-95.7509700009999, 31.540969996)"
-95.75094,31.54148,Anderson,"(-95.7509399959999, 31.541480001)"
-95.751,31.54189,Anderson,"(-95.7509999959999, 31.541889996)"
-95.75117,31.54232,Anderson,"(-95.7511699999999, 31.542320001)"
-95.75158,31.54295,Anderson,"(-95.7515800019999, 31.542949999)"
-95.75197,31.54344,Anderson,"(-95.7519699999999, 31.543440001)"
-95.75232,31.54379,Anderson,"(-95.7523199979999, 31.543790004)"
-95.75279,31.54421,Anderson,"(-95.7527900039999, 31.544209999)"
-95.75328,31.54469,Anderson,"(-95.7532799999999, 31.544689996)"
-95.75363,31.54505,Anderson,"(-95.7536300049999, 31.545049996)"
-95.75391,31.54533,Anderson,"(-95.7539099969999, 31.545330001)"
-95.75409,31.54582,Anderson,"(-95.7540900009999, 31.545819997)"
-95.7542,31.54627,Anderson,"(-95.7542000019999, 31.546270003)"
-95.75413,31.5468,Anderson,"(-95.7541300019999, 31.5468)"
-95.75404,31.54718,Anderson,"(-95.7540400009999, 31.547180002)"
-95.75383,31.54741,Anderson,"(-95.7538299999999, 31.547410002)"
-95.75361,31.54781,Anderson,"(-95.7536100049999, 31.54781)"
-95.75334,31.54818,Anderson,"(-95.7533400029999, 31.548179996)"
-95.75316,31.54845,Anderson,"(-95.7531599999999, 31.548449996)"
-95.753,31.5489,Anderson,"(-95.7529999969999, 31.548900001)"
-95.75291,31.54922,Anderson,"(-95.7529100049999, 31.549219999)"
-95.75284,31.54985,Anderson,"(-95.7528399989999, 31.549849999)"
-95.7527,31.55022,Anderson,"(-95.7526999999999, 31.550220001)"
-95.75264,31.55053,Anderson,"(-95.7526399979999, 31.550529998)"
-95.75247,31.55074,Anderson,"(-95.7524700049999, 31.550739999)"
-95.75225,31.55118,Anderson,"(-95.7522499959999, 31.55118)"
-95.75218,31.55126,Anderson,"(-95.7521800009999, 31.55126)"
-95.75189,31.55166,Anderson,"(-95.7518899999999, 31.551659999)"
-95.75174,31.55184,Anderson,"(-95.7517399989999, 31.551840002)"
-95.75161,31.55192,Anderson,"(-95.7516100019999, 31.55192)"
-95.75129,31.55198,Anderson,"(-95.7512899999999, 31.55198)"
-95.75104999,31.552,Anderson,"(-95.7510499939999, 31.551999998)"
-95.75073,31.55202,Anderson,"(-95.7507299979999, 31.552019996)"
-95.75049,31.55205,Anderson,"(-95.7504900019999, 31.552050001)"
-95.75029,31.55209,Anderson,"(-95.7502900029999, 31.55209)"
-95.75016,31.55213,Anderson,"(-95.7501599999999, 31.552130001)"
-95.75003,31.55217,Anderson,"(-95.7500300029999, 31.552169997)"
-95.74985,31.55223,Anderson,"(-95.7498499959999, 31.552229996)"
-95.74972,31.55229,Anderson,"(-95.7497200009999, 31.55229)"
-95.74933,31.55238,Anderson,"(-95.7493299999999, 31.552379997)"
-95.74915,31.55238,Anderson,"(-95.7491499969999, 31.552380003)"
-95.74891,31.55236,Anderson,"(-95.7489099979999, 31.552359998)"
-95.7487,31.5524,Anderson,"(-95.7486999959999, 31.552399996)"
-95.74856,31.55243,Anderson,"(-95.7485599979999, 31.552430001)"
-95.74817,31.55248001,Anderson,"(-95.7481700039999, 31.552480005)"
-95.74786,31.55259,Anderson,"(-95.7478600009999, 31.552589997)"
-95.74733,31.55285,Anderson,"(-95.7473299999999, 31.55285)"
-95.74689,31.55311,Anderson,"(-95.7468900019999, 31.553109997)"
-95.74671,31.55319,Anderson,"(-95.7467099999999, 31.55319)"
-95.74659,31.55325,Anderson,"(-95.7465900019999, 31.553249999)"
-95.74643,31.55332,Anderson,"(-95.7464299979999, 31.553319998)"
-95.74621,31.55341,Anderson,"(-95.7462099989999, 31.553410001)"
-95.74533,31.55362,Anderson,"(-95.7453299979999, 31.553619995)"
-95.74462,31.55378,Anderson,"(-95.7446200009999, 31.553780003)"
-95.74349,31.55398,Anderson,"(-95.7434900039999, 31.55398)"
-95.74313,31.55402,Anderson,"(-95.7431299999999, 31.554020002)"
-95.74267,31.55407,Anderson,"(-95.7426699979999, 31.55407)"
-95.74199,31.55409,Anderson,"(-95.7419900029999, 31.554090003)"
-95.74156,31.55403,Anderson,"(-95.7415599969999, 31.554030001)"
-95.74141,31.554,Anderson,"(-95.7414099969999, 31.553999995)"
-95.74103,31.5538,Anderson,"(-95.7410300049999, 31.553799996)"
-95.74034,31.55351,Anderson,"(-95.7403399979999, 31.55351)"
-95.73994,31.55334,Anderson,"(-95.7399399989999, 31.553340003)"
-95.73972,31.55325,Anderson,"(-95.7397200019999, 31.553250001)"
-95.73932,31.55309,Anderson,"(-95.7393199959999, 31.553090003)"
-95.73906,31.55298,Anderson,"(-95.7390600009999, 31.55298)"
-95.73865,31.55286,Anderson,"(-95.7386499969999, 31.55286)"
-95.73817,31.55268,Anderson,"(-95.7381699959999, 31.552679998)"
-95.73758,31.55246,Anderson,"(-95.7375800029999, 31.552460004)"
-95.73743,31.55238,Anderson,"(-95.7374299969999, 31.552380002)"
-95.73706,31.5522,Anderson,"(-95.7370599959999, 31.552200003)"
-95.73646,31.55188,Anderson,"(-95.7364600019999, 31.551880001)"
-95.73611,31.55172,Anderson,"(-95.7361099999999, 31.551720002)"
-95.73603,31.55168,Anderson,"(-95.7360299979999, 31.551680003)"
-95.73595,31.55165,Anderson,"(-95.7359500049999, 31.55165)"
-95.73556,31.55146,Anderson,"(-95.7355599979999, 31.551460001)"
-95.73519,31.55136,Anderson,"(-95.7351899959999, 31.551359998)"
-95.73472,31.55121,Anderson,"(-95.7347199999999, 31.551210003)"
-95.73445,31.55114,Anderson,"(-95.7344499999999, 31.55114)"
-95.73435,31.55112,Anderson,"(-95.7343499959999, 31.551120002)"
-95.73363,31.55105,Anderson,"(-95.7336300029999, 31.551050001)"
-95.7335,31.55106,Anderson,"(-95.7334999979999, 31.551060002)"
-95.73314,31.55109,Anderson,"(-95.7331399969999, 31.55109)"
-95.73293,31.5511,Anderson,"(-95.7329300009999, 31.551100001)"
-95.7325,31.55112,Anderson,"(-95.7324999959999, 31.55112)"
-95.73199,31.55112,Anderson,"(-95.7319900009999, 31.551119995)"
-95.73100999,31.55116,Anderson,"(-95.7310099949999, 31.55116)"
-95.73083,31.55117,Anderson,"(-95.7308300019999, 31.551169998)"
-95.73057,31.55118,Anderson,"(-95.7305699999999, 31.551179998)"
-95.73027,31.55123,Anderson,"(-95.7302699959999, 31.551230003)"
-95.73007,31.55126,Anderson,"(-95.7300700049999, 31.551260002)"
-95.72977,31.55131,Anderson,"(-95.7297700009999, 31.551309999)"
-95.72942,31.55142,Anderson,"(-95.7294200039999, 31.55142)"
-95.72895,31.5517,Anderson,"(-95.7289499989999, 31.551699996)"
-95.72873,31.55186,Anderson,"(-95.7287300009999, 31.55186)"
-95.72866,31.55192,Anderson,"(-95.7286600049999, 31.551920001)"
-95.72852,31.55199,Anderson,"(-95.7285199969999, 31.55199)"
-95.72835,31.55211,Anderson,"(-95.7283500009999, 31.55211)"
-95.72802,31.55246,Anderson,"(-95.7280199959999, 31.552460004)"
-95.72778,31.55272,Anderson,"(-95.7277799999999, 31.552720003)"
-95.7277,31.55285,Anderson,"(-95.7276999979999, 31.552850002)"
-95.72761999,31.55307,Anderson,"(-95.7276199949999, 31.553069998)"
-95.72746,31.55331,Anderson,"(-95.7274600029999, 31.553309998)"
-95.72728,31.55363,Anderson,"(-95.7272799989999, 31.553629998)"
-95.72706,31.55396,Anderson,"(-95.7270600029999, 31.553959997)"
-95.72686,31.5542,Anderson,"(-95.7268600019999, 31.5542)"
-95.72661999,31.55437,Anderson,"(-95.7266199939999, 31.55437)"
-95.72649,31.55447,Anderson,"(-95.7264899999999, 31.554470002)"
-95.72583,31.55494,Anderson,"(-95.7258299999999, 31.55494)"
-95.72567,31.55502,Anderson,"(-95.7256700019999, 31.555020001)"
-95.72548,31.55513,Anderson,"(-95.7254799989999, 31.555129999)"
-95.72532,31.55518,Anderson,"(-95.7253200009999, 31.555180002)"
-95.7249,31.55539,Anderson,"(-95.7249000029999, 31.55539)"
-95.72446,31.55554,Anderson,"(-95.7244599959999, 31.555540001)"
-95.72437,31.55556,Anderson,"(-95.7243700029999, 31.555559997)"
-95.72423,31.55559,Anderson,"(-95.7242299979999, 31.555589997)"
-95.72404,31.55564,Anderson,"(-95.7240399999999, 31.55564)"
-95.72383999,31.55569,Anderson,"(-95.7238399939999, 31.555690004)"
-95.72348,31.55571,Anderson,"(-95.7234800009999, 31.555710001)"
-95.72305,31.55568,Anderson,"(-95.7230500009999, 31.555679998)"
-95.7229,31.55565,Anderson,"(-95.7229000029999, 31.555649999)"
-95.72253,31.55558,Anderson,"(-95.7225299999999, 31.55558)"
-95.72224,31.55549,Anderson,"(-95.7222400019999, 31.555489999)"
-95.72212,31.55545,Anderson,"(-95.7221199959999, 31.555449997)"
-95.72196999,31.5554,Anderson,"(-95.7219699949999, 31.555399999)"
-95.72158,31.55525,Anderson,"(-95.7215800049999, 31.555250001)"
-95.7212,31.55509,Anderson,"(-95.7212000029999, 31.55509)"
-95.72104,31.55502,Anderson,"(-95.7210399999999, 31.555020001)"
-95.72097999,31.55496,Anderson,"(-95.7209799949999, 31.554960002)"
-95.7208,31.55481,Anderson,"(-95.7208000029999, 31.55481)"
-95.72046999,31.55465,Anderson,"(-95.7204699939999, 31.554649997)"
-95.7204,31.55462,Anderson,"(-95.7203999979999, 31.554620001)"
-95.71995,31.55443,Anderson,"(-95.7199499989999, 31.554430001)"
-95.71987,31.55438,Anderson,"(-95.7198699999999, 31.554380001)"
-95.71965,31.55428,Anderson,"(-95.7196499979999, 31.55428)"
-95.71948,31.55413,Anderson,"(-95.7194800049999, 31.554129997)"
-95.71939,31.55406,Anderson,"(-95.7193899959999, 31.554059997)"
-95.71914,31.55391,Anderson,"(-95.7191399979999, 31.553910002)"
-95.7189,31.5538,Anderson,"(-95.7189000009999, 31.553800001)"
-95.71884,31.55377,Anderson,"(-95.7188400009999, 31.55377)"
-95.71861,31.55369,Anderson,"(-95.7186100029999, 31.553689998)"
-95.71824,31.55364,Anderson,"(-95.7182399999999, 31.553640001)"
-95.71792,31.55363,Anderson,"(-95.7179200029999, 31.553629997)"
-95.71773,31.55367,Anderson,"(-95.7177300049999, 31.553669997)"
-95.71759,31.55368,Anderson,"(-95.7175900039999, 31.553679997)"
-95.71741001,31.55371,Anderson,"(-95.7174100059999, 31.55371)"
-95.71726,31.55375,Anderson,"(-95.7172600009999, 31.553749997)"
-95.71716,31.55378,Anderson,"(-95.7171600009999, 31.553779999)"
-95.71693,31.55386,Anderson,"(-95.7169299999999, 31.553860002)"
-95.71676,31.55388,Anderson,"(-95.7167600019999, 31.553879999)"
-95.71646,31.55391,Anderson,"(-95.7164599969999, 31.553910001)"
-95.71631,31.55392,Anderson,"(-95.7163100009999, 31.553919998)"
-95.71602,31.55394,Anderson,"(-95.7160199969999, 31.553939999)"
-95.71583,31.55399,Anderson,"(-95.7158299979999, 31.553990001)"
-95.71569,31.55406,Anderson,"(-95.7156900009999, 31.554059997)"
-95.71556,31.55418,Anderson,"(-95.7155599969999, 31.554179997)"
-95.71547,31.55433,Anderson,"(-95.7154700009999, 31.554330001)"
-95.71539,31.55446,Anderson,"(-95.7153900039999, 31.554459997)"
-95.71533,31.55473,Anderson,"(-95.7153300019999, 31.554729997)"
-95.71537,31.55509,Anderson,"(-95.7153700029999, 31.555089997)"
-95.71544,31.55528,Anderson,"(-95.7154399979999, 31.555279997)"
-95.71546,31.55534,Anderson,"(-95.7154599989999, 31.555340004)"
-95.71568,31.55565,Anderson,"(-95.7156800019999, 31.55565)"
-95.71601,31.55611,Anderson,"(-95.7160099999999, 31.55611)"
-95.71632,31.55669,Anderson,"(-95.7163200009999, 31.55669)"
-95.71665999,31.55758,Anderson,"(-95.7166599949999, 31.557580004)"
-95.71695,31.55818,Anderson,"(-95.7169500029999, 31.558180001)"
-95.71711,31.55862,Anderson,"(-95.7171099989999, 31.55862)"
-95.71723,31.55958,Anderson,"(-95.7172299999999, 31.55958)"
-95.71725,31.55986,Anderson,"(-95.7172499989999, 31.559859996)"
-95.71721,31.56032,Anderson,"(-95.7172100019999, 31.560319998)"
-95.71723,31.56083,Anderson,"(-95.7172300029999, 31.56083)"
-95.71722,31.56125,Anderson,"(-95.7172199959999, 31.561250001)"
-95.71721,31.56181,Anderson,"(-95.7172100019999, 31.561810001)"
-95.71717,31.56233,Anderson,"(-95.7171700029999, 31.562330001)"
-95.71724,31.56279,Anderson,"(-95.7172399999999, 31.562789996)"
-95.71721,31.56349,Anderson,"(-95.7172100009999, 31.563490003)"
-95.71712,31.56443,Anderson,"(-95.7171199959999, 31.564429998)"
-95.71710999,31.56493,Anderson,"(-95.7171099949999, 31.56493)"
-95.71718,31.56543,Anderson,"(-95.7171800039999, 31.565429999)"
-95.71702,31.56629,Anderson,"(-95.7170200009999, 31.566290002)"
-95.71696,31.56655,Anderson,"(-95.7169600009999, 31.56655)"
-95.71699,31.56712,Anderson,"(-95.7169900049999, 31.567119999)"
-95.71701,31.56765,Anderson,"(-95.7170100019999, 31.567649998)"
-95.71711,31.56788,Anderson,"(-95.7171100019999, 31.567880001)"
-95.71734,31.56818,Anderson,"(-95.7173399989999, 31.568179997)"
-95.71766,31.56847,Anderson,"(-95.7176599989999, 31.568469997)"
-95.71802,31.56869,Anderson,"(-95.7180199989999, 31.568690002)"
-95.7183,31.56879,Anderson,"(-95.7183000019999, 31.568789999)"
-95.71864,31.56886,Anderson,"(-95.7186400009999, 31.568860001)"
-95.71889,31.56894,Anderson,"(-95.7188899999999, 31.568939997)"
-95.719,31.56894,Anderson,"(-95.7189999959999, 31.568939998)"
-95.71927,31.56894,Anderson,"(-95.7192699979999, 31.568940001)"
-95.71973,31.5689,Anderson,"(-95.7197300039999, 31.568899996)"
-95.72011,31.56889,Anderson,"(-95.7201100009999, 31.568890001)"
-95.72036,31.56893,Anderson,"(-95.7203600019999, 31.568929999)"
-95.72067,31.56902,Anderson,"(-95.7206700029999, 31.569019999)"
-95.72083,31.56907,Anderson,"(-95.7208299959999, 31.569069999)"
-95.72149,31.56932,Anderson,"(-95.7214899969999, 31.56932)"
-95.72188,31.56956,Anderson,"(-95.7218800029999, 31.569560004)"
-95.72207,31.5698,Anderson,"(-95.7220699979999, 31.5698)"
-95.72210999,31.56995,Anderson,"(-95.7221099949999, 31.569949997)"
-95.7221,31.57012,Anderson,"(-95.7220999969999, 31.57012)"
-95.72196,31.57031,Anderson,"(-95.7219599989999, 31.570309999)"
-95.72181,31.57051,Anderson,"(-95.7218100039999, 31.570509998)"
-95.72172,31.57059,Anderson,"(-95.7217199979999, 31.570590001)"
-95.72143,31.57069,Anderson,"(-95.7214299989999, 31.570690001)"
-95.72119001,31.57072,Anderson,"(-95.7211900059999, 31.570719999)"
-95.72102,31.57074,Anderson,"(-95.7210199969999, 31.570739997)"
-95.72066,31.57076,Anderson,"(-95.7206599999999, 31.570759998)"
-95.72024,31.57079,Anderson,"(-95.7202400039999, 31.570789999)"
-95.72,31.57087,Anderson,"(-95.7199999969999, 31.570869997)"
-95.71976,31.57095001,Anderson,"(-95.7197599959999, 31.570950005)"
-95.71932,31.5711,Anderson,"(-95.7193199999999, 31.571099997)"
-95.7191,31.5712,Anderson,"(-95.7191000009999, 31.571199998)"
-95.71878,31.57135,Anderson,"(-95.7187799979999, 31.571350001)"
-95.71862,31.57144,Anderson,"(-95.7186199979999, 31.571439996)"
-95.71848,31.57152,Anderson,"(-95.7184800029999, 31.571520002)"
-95.7183,31.57165,Anderson,"(-95.7182999999999, 31.57165)"
-95.7182,31.57183,Anderson,"(-95.7182000029999, 31.571829998)"
-95.7181,31.5721,Anderson,"(-95.7180999969999, 31.572099998)"
-95.71798,31.57255,Anderson,"(-95.7179800009999, 31.57255)"
-95.71801,31.57289,Anderson,"(-95.7180100019999, 31.572889997)"
-95.71814,31.57323,Anderson,"(-95.7181400009999, 31.573230002)"
-95.71823,31.57341,Anderson,"(-95.7182300019999, 31.573410001)"
-95.7183,31.57353,Anderson,"(-95.7183000019999, 31.573529999)"
-95.71856,31.57389,Anderson,"(-95.7185599959999, 31.573889998)"
-95.71886,31.57422,Anderson,"(-95.7188600029999, 31.574219998)"
-95.71903,31.57433,Anderson,"(-95.7190299969999, 31.574329999)"
-95.71924,31.57445,Anderson,"(-95.7192399999999, 31.57445)"
-95.71932,31.57449,Anderson,"(-95.7193200029999, 31.574489999)"
-95.71956,31.57468,Anderson,"(-95.7195600009999, 31.574679997)"
-95.71979,31.57494,Anderson,"(-95.7197899989999, 31.574939998)"
-95.72008,31.57539,Anderson,"(-95.7200799999999, 31.575389999)"
-95.72032,31.57582,Anderson,"(-95.7203200009999, 31.575820002)"
-95.7204,31.57609,Anderson,"(-95.7203999969999, 31.576089999)"
-95.72076,31.57671,Anderson,"(-95.7207599969999, 31.576710002)"
-95.72112,31.57736,Anderson,"(-95.7211200009999, 31.577360003)"
-95.72128,31.57770001,Anderson,"(-95.7212799979999, 31.577700005)"
-95.72156,31.57797,Anderson,"(-95.7215600049999, 31.577969998)"
-95.72184,31.57817,Anderson,"(-95.7218400029999, 31.578170001)"
